Date,Total_Rainfall,ANOM,Flood_Height_Max,Temperature,Dew Point,Humidity,Wind Speed,Pressure
2/8/2007,0,0.13,0,81.792,76.083,83.500,6.375,29.771
2/9/2007,109.5,0.13,0,83.250,77.167,82.333,6.292,29.756
2/10/2007,3.3,0.13,0,81.250,76.167,85.625,5.739,29.740
2/11/2007,2.7,0.13,0,81.360,75.960,84.200,8.560,29.742
2/12/2007,2.5,0.13,0,80.960,75.880,85.360,7.280,29.740
2/13/2007,45.6,0.13,0,81.520,76.920,86.440,5.455,29.727
2/14/2007,0,0.13,0,82.625,75.250,80.000,5.458,29.744
2/15/2007,15.9,0.13,0,83.167,77.333,83.417,5.500,29.731
2/16/2007,3.9,0.13,0,82.417,76.083,82.458,4.478,29.710
2/17/2007,0,0.13,0,82.500,75.792,81.750,5.333,29.690
2/18/2007,9,0.13,0,80.708,76.917,89.083,5.826,29.698
2/19/2007,1,0.13,0,79.958,75.750,87.625,3.667,29.690
2/20/2007,8,0.13,0,81.458,77.000,86.833,4.905,29.691
2/21/2007,0.5,0.13,0,81.652,76.043,83.957,4.217,29.708
2/22/2007,0,0.13,0,81.320,75.880,84.280,5.320,29.682
2/23/2007,5,0.13,0,82.417,77.167,84.208,8.000,29.651
2/24/2007,5,0.13,0,82.913,76.739,82.261,8.304,29.657
2/25/2007,14.5,0.13,0,81.750,76.292,84.292,4.409,29.629
2/26/2007,26,0.13,0,80.542,75.917,86.208,4.333,29.650
2/27/2007,0.5,0.13,0,81.500,75.333,82.333,7.636,29.657
2/28/2007,0,0.13,0,83.292,75.333,78.208,6.864,29.648
3/1/2007,0,-0.18,0,83.667,76.167,79.875,6.125,29.649
3/2/2007,275.5,-0.18,0,82.000,75.750,82.458,6.458,29.695
3/3/2007,0,-0.18,0,81.417,75.667,83.750,8.000,29.665
3/4/2007,0,-0.18,0,81.917,75.167,81.708,5.458,29.665
3/5/2007,0,-0.18,0,82.417,76.583,83.333,4.417,29.686
3/6/2007,0.5,-0.18,0,82.333,76.917,84.625,5.583,29.671
3/7/2007,0,-0.18,0,82.708,74.542,77.750,9.583,29.640
3/8/2007,0,-0.18,0,83.167,73.875,75.208,6.750,29.651
3/9/2007,0,-0.18,0,83.667,75.208,77.583,5.957,29.703
3/10/2007,0,-0.18,0,83.000,76.000,80.292,8.750,29.701
3/11/2007,0,-0.18,0,82.833,75.750,80.000,9.375,29.689
3/12/2007,0,-0.18,0,83.500,77.083,81.750,7.000,29.715
3/13/2007,0,-0.18,0,83.160,75.880,79.920,5.480,29.718
3/14/2007,9,-0.18,0,81.833,74.833,80.625,5.250,29.704
3/15/2007,5.5,-0.18,0,83.042,76.083,80.917,4.625,29.655
3/16/2007,15.5,-0.18,0,82.174,76.565,84.043,4.810,29.667
3/17/2007,26,-0.18,0,81.042,74.750,82.625,5.826,29.679
3/18/2007,7,-0.18,0,80.708,75.167,84.625,5.167,29.665
3/19/2007,0,-0.18,0,82.208,74.750,80.167,5.500,29.676
3/20/2007,0.5,-0.18,0,82.417,75.750,81.208,4.500,29.684
3/21/2007,17,-0.18,0,81.250,74.583,81.500,7.708,29.703
3/22/2007,1,-0.18,0,83.130,77.087,83.043,5.318,29.706
3/23/2007,55,-0.18,0,80.958,75.958,85.458,7.542,29.748
3/24/2007,6,-0.18,0,80.750,71.375,75.458,6.500,29.746
3/25/2007,0,-0.18,0,82.708,73.667,74.875,4.458,29.698
3/26/2007,0,-0.18,0,83.542,75.750,78.625,6.417,29.710
3/27/2007,0,-0.18,0,84.042,74.458,73.958,4.455,29.710
3/28/2007,0,-0.18,0,83.000,77.250,83.667,4.684,29.714
3/29/2007,0,-0.18,0,84.500,76.917,79.042,6.833,29.691
3/30/2007,7,-0.18,0,84.167,78.167,82.250,4.864,29.718
3/31/2007,0,-0.18,0,84.875,77.583,79.167,6.500,29.713
4/1/2007,0.5,-0.31,0,84.500,76.542,77.958,4.818,29.696
4/2/2007,0,-0.31,0,84.000,76.333,78.583,4.087,29.696
4/3/2007,0,-0.31,0,84.417,75.458,75.792,7.087,29.690
4/4/2007,4,-0.31,0,83.957,75.522,75.957,10.652,29.716
4/5/2007,0,-0.31,0,84.625,75.625,75.417,6.042,29.706
4/6/2007,0,-0.31,0,85.375,75.083,72.000,7.917,29.671
4/7/2007,4,-0.31,0,84.875,77.167,78.417,5.208,29.670
4/8/2007,0,-0.31,0,82.375,77.167,84.875,5.000,29.716
4/9/2007,0,-0.31,0,83.500,78.667,85.417,3.391,29.721
4/10/2007,18,-0.31,0,84.292,78.583,83.458,4.500,29.720
4/11/2007,29.5,-0.31,0,83.600,77.800,83.400,4.720,29.695
4/12/2007,0,-0.31,0,85.000,78.500,80.708,6.667,29.673
4/13/2007,0,-0.31,0,84.375,78.250,82.167,4.958,29.690
4/14/2007,91.7,-0.31,0,84.542,78.167,81.667,4.792,29.696
4/15/2007,29.8,-0.31,0,82.917,78.083,85.583,3.292,29.709
4/16/2007,0.5,-0.31,0,84.542,76.667,78.000,5.792,29.679
4/17/2007,64,-0.31,0,82.600,77.240,84.040,4.920,29.691
4/18/2007,7,-0.31,0,83.875,77.250,81.292,4.125,29.709
4/19/2007,4.5,-0.31,0,82.960,76.920,82.920,6.292,29.724
4/20/2007,0,-0.31,0,82.375,75.583,80.792,4.348,29.735
4/21/2007,16.5,-0.31,0,83.542,76.583,80.458,4.167,29.696
4/22/2007,0.5,-0.31,0,84.417,74.792,73.750,4.917,29.675
4/23/2007,2,-0.31,0,84.083,76.917,79.417,5.208,29.666
4/24/2007,78,-0.31,0,83.667,76.042,79.000,4.917,29.659
4/25/2007,79.5,-0.31,0,82.880,76.840,82.160,5.833,29.678
4/26/2007,8,-0.31,0,82.720,77.000,83.240,3.625,29.672
4/27/2007,11.5,-0.31,0,82.609,77.348,85.043,4.478,29.680
4/28/2007,48,-0.31,0,82.750,76.833,83.000,4.292,29.659
4/29/2007,0.5,-0.31,0,82.042,76.917,85.125,5.042,29.674
4/30/2007,21.5,-0.31,0,83.880,77.320,81.520,4.833,29.677
5/1/2007,1.5,-0.47,0,83.720,76.520,79.920,5.560,29.696
5/2/2007,42.5,-0.47,0,83.375,76.667,80.667,4.435,29.680
5/3/2007,20.5,-0.47,0,82.958,76.250,80.417,5.167,29.671
5/4/2007,4.3,-0.47,0,84.040,77.080,80.320,4.333,29.649
5/5/2007,55,-0.47,0,82.292,77.000,84.750,5.458,29.684
5/6/2007,0,-0.47,0,82.625,75.583,80.250,7.792,29.676
5/7/2007,0,-0.47,0,84.292,75.875,77.208,4.000,29.660
5/8/2007,0,-0.47,0,84.542,77.000,78.667,3.273,29.670
5/9/2007,0.5,-0.47,0,85.708,75.708,72.917,4.000,29.679
5/10/2007,23,-0.47,0,85.208,77.417,78.042,4.524,29.676
5/11/2007,19,-0.47,0,83.708,75.708,77.708,3.652,29.685
5/12/2007,4,-0.47,0,84.833,78.167,81.000,4.000,29.679
5/13/2007,14,-0.47,0,83.875,77.333,81.750,5.087,29.680
5/14/2007,5.5,-0.47,0,83.250,77.417,83.292,3.917,29.674
5/15/2007,3,-0.47,0,84.667,77.417,79.708,6.000,29.661
5/16/2007,52.5,-0.47,0,82.750,76.583,82.708,6.208,29.700
5/17/2007,6.5,-0.47,0,82.792,76.750,82.750,4.625,29.699
5/18/2007,16.5,-0.47,0,84.125,78.333,82.792,4.833,29.689
5/19/2007,0.5,-0.47,0,83.833,74.917,75.917,6.826,29.743
5/20/2007,0,-0.47,0,84.750,77.333,78.500,3.714,29.723
5/21/2007,9,-0.47,0,84.333,77.917,81.042,4.125,29.714
5/22/2007,0,-0.47,0,84.792,77.333,78.125,3.917,29.710
5/23/2007,0,-0.47,0,84.042,77.667,81.500,3.842,29.699
5/24/2007,0,-0.47,0,85.261,78.130,79.000,4.000,29.661
5/25/2007,3,-0.47,0,83.250,77.833,83.958,3.409,29.665
5/26/2007,0,-0.47,0,83.417,76.167,79.667,4.304,29.699
5/27/2007,7,-0.47,0,81.958,76.250,83.458,3.545,29.704
5/28/2007,1,-0.47,0,84.292,76.417,78.250,4.083,29.673
5/29/2007,1.5,-0.47,0,83.833,77.667,81.542,4.636,29.679
5/30/2007,31,-0.47,0,82.560,76.440,82.400,5.040,29.712
5/31/2007,0,-0.47,0,83.792,75.917,78.250,4.478,29.698
6/1/2007,66,-0.36,0,81.280,76.440,86.280,5.391,29.686
6/2/2007,0.5,-0.36,0,82.250,74.917,79.875,3.208,29.668
6/3/2007,10.5,-0.36,0,83.167,76.000,79.833,4.250,29.676
6/4/2007,2.3,-0.36,0,84.333,77.667,81.083,4.292,29.638
6/5/2007,5.5,-0.36,0,83.833,78.250,83.667,4.167,29.633
6/6/2007,38.2,-0.36,0,82.042,76.500,84.042,6.083,29.679
6/7/2007,6.6,-0.36,0,83.542,75.250,77.583,5.292,29.680
6/8/2007,0,-0.36,0,84.958,77.833,79.500,4.174,29.674
6/9/2007,37.5,-0.36,0,83.125,77.750,84.458,4.500,29.650
6/10/2007,0,-0.36,0,81.958,77.083,85.625,3.609,29.635
6/11/2007,39,-0.36,0,82.125,77.000,84.750,4.227,29.608
6/12/2007,15,-0.36,0,81.542,76.583,85.833,4.625,29.621
6/13/2007,20.5,-0.36,0,82.792,77.000,83.417,3.917,29.625
6/14/2007,0,-0.36,0,83.583,77.583,82.792,3.292,29.596
6/15/2007,8.5,-0.36,0,82.360,77.560,86.120,5.045,29.581
6/16/2007,8.8,-0.36,0,79.760,76.600,90.480,4.870,29.593
6/17/2007,20,-0.36,0,82.333,76.417,83.000,3.875,29.560
6/18/2007,14.5,-0.36,0,81.360,76.680,86.280,6.080,29.565
6/19/2007,7.8,-0.36,0,82.375,75.917,81.708,5.917,29.564
6/20/2007,18,-0.36,0,83.000,76.826,82.609,3.682,29.547
6/21/2007,6.5,-0.36,0,81.042,76.333,86.208,5.833,29.579
6/22/2007,0,-0.36,0,83.542,76.500,80.125,3.417,29.608
6/23/2007,0,-0.36,0,84.292,78.167,81.625,3.375,29.675
6/24/2007,1.5,-0.36,0,84.083,77.167,80.125,4.375,29.703
6/25/2007,2.5,-0.36,0,84.250,76.667,78.667,4.667,29.681
6/26/2007,146.6,-0.36,0,84.833,75.750,75.083,4.783,29.663
6/27/2007,2,-0.36,0,80.917,75.167,84.250,6.043,29.708
6/28/2007,2,-0.36,0,84.125,75.625,76.708,3.917,29.704
6/29/2007,38.5,-0.36,0,80.875,74.250,81.958,7.167,29.725
6/30/2007,11.5,-0.36,0,80.875,73.083,78.042,7.708,29.715
7/1/2007,0,-0.59,0,82.083,75.083,80.833,4.583,29.685
7/2/2007,0,-0.59,0,83.500,74.958,76.958,3.333,29.676
7/3/2007,0,-0.59,0,85.167,74.833,72.917,3.792,29.700
7/4/2007,0,-0.59,0,85.417,74.583,71.167,3.292,29.714
7/5/2007,0,-0.59,0,84.417,74.792,74.375,3.905,29.693
7/6/2007,0,-0.59,0,84.417,74.333,73.167,3.609,29.698
7/7/2007,16,-0.59,0,81.625,75.542,83.000,4.000,29.728
7/8/2007,0,-0.59,0,82.708,74.417,77.292,5.250,29.690
7/9/2007,6,-0.59,0,83.783,74.217,74.087,6.304,29.659
7/10/2007,9.5,-0.59,0,80.625,73.625,80.125,6.792,29.685
7/11/2007,4.5,-0.59,0,80.500,74.625,83.208,3.917,29.653
7/12/2007,45,-0.59,0,79.905,73.952,83.524,6.524,29.653
7/13/2007,0.5,-0.59,0,83.917,73.417,71.333,5.522,29.639
7/14/2007,1.5,-0.59,0,82.542,77.167,83.958,2.957,29.665
7/15/2007,0,-0.59,0,84.750,76.667,77.833,4.208,29.684
7/16/2007,10,-0.59,0,84.280,75.400,75.800,5.292,29.706
7/17/2007,2.5,-0.59,0,82.083,74.792,80.292,5.375,29.704
7/18/2007,3.5,-0.59,0,84.667,75.083,74.333,4.375,29.673
7/19/2007,7.5,-0.59,0,85.083,75.833,75.292,5.227,29.678
7/20/2007,23,-0.59,0,84.042,75.417,76.125,5.458,29.680
7/21/2007,0,-0.59,0,84.261,75.130,75.261,6.913,29.634
7/22/2007,15.5,-0.59,0,84.560,75.720,75.720,7.087,29.614
7/23/2007,8.5,-0.59,0,82.208,76.917,84.625,4.522,29.641
7/24/2007,21.5,-0.59,0,81.833,76.833,85.583,4.227,29.666
7/25/2007,88.5,-0.59,0,80.792,75.500,84.958,5.696,29.665
7/26/2007,20.5,-0.59,0,79.625,73.167,81.625,8.000,29.668
7/27/2007,3.5,-0.59,0,80.167,74.750,84.500,4.174,29.663
7/28/2007,46,-0.59,0,79.542,73.833,84.042,6.304,29.696
7/29/2007,0,-0.59,0,81.125,75.167,83.167,2.957,29.695
7/30/2007,12,-0.59,0,82.375,74.875,79.333,5.091,29.711
7/31/2007,13.5,-0.59,0,80.750,73.875,81.042,6.333,29.709
8/1/2007,13.5,-0.72,0,78.208,74.042,88.292,4.708,29.719
8/2/2007,16.5,-0.72,0,80.304,73.565,81.087,7.957,29.694
8/3/2007,1,-0.72,0,81.250,73.667,78.750,5.609,29.689
8/4/2007,0,-0.72,0,83.708,74.500,74.583,6.667,29.631
8/5/2007,0,-0.72,0,84.125,72.958,70.250,4.043,29.635
8/6/2007,0,-0.72,0,84.375,74.458,73.833,3.905,29.673
8/7/2007,0,-0.72,0,85.000,74.500,72.000,5.000,29.641
8/8/2007,0,-0.72,0,83.875,76.333,78.792,5.125,29.594
8/9/2007,0,-0.72,0,84.750,78.000,80.500,3.667,29.614
8/10/2007,0,-0.72,0,86.042,77.917,77.208,3.591,29.659
8/11/2007,0,-0.72,0,85.375,77.667,77.917,4.348,29.660
8/12/2007,0,-0.72,0,86.000,78.500,78.333,3.143,29.679
8/13/2007,0,-0.72,0,85.125,76.583,76.042,3.250,29.689
8/14/2007,3.5,-0.72,0,83.583,76.167,78.208,4.417,29.684
8/15/2007,7.5,-0.72,0,83.417,75.500,78.167,5.833,29.659
8/16/2007,0,-0.72,0,82.360,75.480,79.880,4.083,29.637
8/17/2007,1.5,-0.72,0,84.167,76.417,78.792,4.091,29.645
8/18/2007,21.3,-0.72,0,83.833,75.042,76.208,4.417,29.684
8/19/2007,1.5,-0.72,0,84.625,77.042,78.500,5.000,29.685
8/20/2007,6.3,-0.72,0,84.125,74.500,74.250,4.522,29.713
8/21/2007,39,-0.72,0,79.080,74.280,86.280,5.920,29.737
8/22/2007,13,-0.72,0,78.625,74.000,87.125,4.300,29.739
8/23/2007,8,-0.72,0,82.667,74.417,77.208,3.417,29.716
8/24/2007,13.5,-0.72,0,80.833,74.625,82.458,6.125,29.711
8/25/2007,37.5,-0.72,0,80.750,73.750,80.250,4.792,29.701
8/26/2007,32.5,-0.72,0,81.565,73.391,77.348,8.348,29.677
8/27/2007,0,-0.72,0,81.500,73.708,78.375,5.375,29.671
8/28/2007,1.5,-0.72,0,82.913,74.870,78.174,3.391,29.672
8/29/2007,6,-0.72,0,81.958,75.250,80.833,4.000,29.696
8/30/2007,33.5,-0.72,0,82.250,76.500,83.583,5.000,29.689
8/31/2007,11,-0.72,0,81.125,75.750,84.583,3.333,29.681
9/1/2007,4.6,-1.11,0,82.913,77.000,82.826,3.364,29.655
9/2/2007,36.4,-1.11,0,82.792,77.333,84.125,4.619,29.668
9/3/2007,1,-1.11,0,82.760,77.400,84.280,4.043,29.685
9/4/2007,0,-1.11,0,82.583,77.083,83.917,3.905,29.681
9/5/2007,56,-1.11,0,80.000,76.391,89.043,6.364,29.704
9/6/2007,14.5,-1.11,0,81.375,74.833,81.500,4.625,29.686
9/7/2007,85.5,-1.11,0,82.160,77.240,85.200,4.680,29.643
9/8/2007,25.5,-1.11,0,80.240,75.400,85.920,7.625,29.667
9/9/2007,6.8,-1.11,0,81.583,73.458,76.917,8.375,29.693
9/10/2007,0,-1.11,0,82.917,74.250,76.042,4.292,29.685
9/11/2007,0,-1.11,0,82.217,75.522,81.348,6.174,29.667
9/12/2007,1.5,-1.11,0,78.208,73.458,86.500,5.625,29.664
9/13/2007,0,-1.11,0,82.000,73.826,77.783,4.913,29.640
9/14/2007,0,-1.11,0,81.958,76.167,83.542,5.136,29.646
9/15/2007,17.5,-1.11,0,83.083,76.417,80.250,4.565,29.625
9/16/2007,14.5,-1.11,0,81.125,76.250,85.667,4.652,29.646
9/17/2007,0.5,-1.11,0,82.167,76.583,83.625,3.625,29.671
9/18/2007,0,-1.11,0,80.333,73.917,81.625,5.696,29.681
9/19/2007,0,-1.11,0,83.792,73.750,73.167,4.500,29.654
9/20/2007,0,-1.11,0,84.080,74.440,74.320,4.400,29.661
9/21/2007,5,-1.11,0,82.875,75.708,80.375,4.917,29.674
9/22/2007,1,-1.11,0,82.208,76.000,82.000,5.609,29.675
9/23/2007,21.3,-1.11,0,83.750,74.875,75.833,7.708,29.641
9/24/2007,0,-1.11,0,84.125,75.333,75.625,5.833,29.656
9/25/2007,0,-1.11,0,84.833,76.250,75.708,2.913,29.701
9/26/2007,63.5,-1.11,0,83.458,77.500,82.500,4.522,29.715
9/27/2007,24.5,-1.11,0,81.040,75.480,84.400,3.833,29.724
9/28/2007,19.5,-1.11,0,77.708,72.958,85.667,7.000,29.729
9/29/2007,0,-1.11,0,80.080,72.760,78.840,5.720,29.701
9/30/2007,1.5,-1.11,0,82.625,74.583,77.000,11.167,29.668
10/1/2007,0,-1.39,0,83.542,77.167,81.208,7.708,29.620
10/2/2007,0,-1.39,0,83.692,77.692,82.231,5.423,29.630
10/3/2007,0,-1.39,0,83.583,77.833,83.167,3.261,29.656
10/4/2007,0,-1.39,0,85.208,79.417,82.292,4.609,29.654
10/5/2007,0,-1.39,0,83.783,77.957,83.043,3.833,29.680
10/6/2007,0,-1.39,0,84.792,74.833,73.167,3.565,29.666
10/7/2007,16.5,-1.39,0,84.708,75.458,74.208,5.524,29.689
10/8/2007,27,-1.39,0,83.080,76.360,80.880,4.750,29.703
10/9/2007,4.5,-1.39,0,81.000,74.625,82.167,5.125,29.721
10/10/2007,24.3,-1.39,0,80.542,75.000,84.375,5.333,29.703
10/11/2007,4,-1.39,0,82.522,74.609,78.130,4.000,29.707
10/12/2007,5,-1.39,0,81.708,73.833,78.875,4.958,29.739
10/13/2007,8,-1.39,0,83.280,76.600,81.280,4.375,29.713
10/14/2007,56,-1.39,0,80.692,75.846,85.769,3.840,29.719
10/15/2007,2,-1.39,0,78.870,75.435,90.217,3.250,29.740
10/16/2007,0,-1.39,0,82.542,75.750,80.792,3.895,29.713
10/17/2007,21.6,-1.39,0,80.458,75.625,86.083,5.417,29.704
10/18/2007,23.4,-1.39,0,81.720,74.760,81.040,6.520,29.697
10/19/2007,64,-1.39,0,81.625,75.167,82.125,5.182,29.708
10/20/2007,49,-1.39,0,80.458,75.250,85.208,5.083,29.698
10/21/2007,0,-1.39,0,82.125,75.333,80.958,3.708,29.669
10/22/2007,6.9,-1.39,0,82.333,75.833,81.458,3.739,29.645
10/23/2007,10.5,-1.39,0,81.500,76.333,84.917,5.217,29.630
10/24/2007,0.5,-1.39,0,80.375,73.583,80.708,9.542,29.653
10/25/2007,0,-1.39,0,82.292,74.208,77.875,5.417,29.658
10/26/2007,0,-1.39,0,83.667,76.000,78.125,4.125,29.664
10/27/2007,0,-1.39,0,83.458,75.417,77.500,3.826,29.651
10/28/2007,20.5,-1.39,0,80.400,75.960,86.800,4.520,29.625
10/29/2007,10.5,-1.39,0,80.875,73.542,79.500,8.750,29.600
10/30/2007,0.5,-1.39,0,83.292,73.958,74.500,6.750,29.665
10/31/2007,2,-1.39,0,82.042,76.250,83.333,4.958,29.710
11/1/2007,0,-1.53,0,79.000,74.375,87.042,4.227,29.691
11/2/2007,1.5,-1.53,0,80.625,73.583,80.542,7.500,29.640
11/3/2007,1,-1.53,0,81.333,74.042,79.375,9.826,29.654
11/4/2007,4.5,-1.53,0,82.083,75.833,82.417,4.333,29.660
11/5/2007,14.5,-1.53,0,80.542,75.083,84.583,5.957,29.674
11/6/2007,70.5,-1.53,0,80.583,75.500,85.667,6.917,29.664
11/7/2007,0.5,-1.53,0,77.875,73.667,88.167,7.043,29.668
11/8/2007,1.3,-1.53,0,81.542,73.917,78.917,5.167,29.635
11/9/2007,10.5,-1.53,0,79.667,75.167,87.208,3.583,29.635
11/10/2007,21.5,-1.53,0,82.042,75.250,81.042,4.609,29.633
11/11/2007,44,-1.53,0,79.160,74.520,86.800,5.208,29.690
11/12/2007,3,-1.53,0,80.720,73.880,80.920,5.640,29.689
11/13/2007,0,-1.53,0,80.174,75.087,85.391,4.391,29.667
11/14/2007,29,-1.53,0,81.208,74.833,82.292,5.826,29.649
11/15/2007,34.8,-1.53,0,81.667,75.667,83.167,4.261,29.684
11/16/2007,0,-1.53,0,82.208,75.083,80.417,4.375,29.675
11/17/2007,26,-1.53,0,80.958,76.833,87.958,4.292,29.654
11/18/2007,24.5,-1.53,0,78.833,74.917,88.833,4.167,29.669
11/19/2007,23.5,-1.53,0,78.818,74.318,87.091,5.571,29.687
11/20/2007,19.5,-1.53,0,78.208,75.000,90.917,6.542,29.676
11/21/2007,5,-1.53,0,77.500,74.615,91.654,9.923,29.644
11/22/2007,8.5,-1.53,0,80.000,73.960,83.440,9.920,29.644
11/23/2007,6.5,-1.53,0,81.583,74.333,80.000,7.250,29.635
11/24/2007,6.5,-1.53,0,82.500,74.083,77.042,8.542,29.673
11/25/2007,21.5,-1.53,0,82.625,75.750,80.500,8.042,29.698
11/26/2007,5,-1.53,0,81.000,75.667,85.083,7.542,29.704
11/27/2007,51.1,-1.53,0,81.292,73.417,78.583,5.542,29.704
11/28/2007,58.2,-1.53,0,80.000,73.292,81.500,4.125,29.723
11/29/2007,1,-1.53,0,80.130,71.783,75.435,4.522,29.772
11/30/2007,0,-1.53,0,80.833,72.417,76.167,8.792,29.796
12/1/2007,0,-1.58,0,81.783,73.130,76.609,8.435,29.770
12/2/2007,0,-1.58,0,82.174,75.261,80.261,9.913,29.721
12/3/2007,17.5,-1.58,0,82.708,75.917,80.833,10.458,29.698
12/4/2007,16.5,-1.58,0,82.167,75.167,80.792,7.000,29.680
12/5/2007,5,-1.58,0,82.458,75.083,79.625,7.609,29.674
12/6/2007,97,-1.58,0,83.565,75.000,77.000,6.739,29.672
12/7/2007,12.5,-1.58,0,82.870,75.609,79.913,5.826,29.680
12/8/2007,8.5,-1.58,0,82.875,76.917,83.417,7.375,29.650
12/9/2007,3,-1.58,0,82.652,76.391,82.565,5.261,29.608
12/10/2007,17,-1.58,0,83.739,76.000,77.826,7.391,29.604
12/11/2007,10,-1.58,0,83.240,76.840,82.320,4.958,29.599
12/12/2007,9.2,-1.58,0,81.500,77.000,86.917,4.739,29.608
12/13/2007,1,-1.58,0,81.542,77.333,87.542,3.783,29.608
12/14/2007,8,-1.58,0,82.083,76.917,84.917,6.208,29.600
12/15/2007,7,-1.58,0,83.958,75.792,77.792,6.208,29.604
12/16/2007,15.5,-1.58,0,83.000,77.500,84.500,5.750,29.649
12/17/2007,0,-1.58,0,83.333,77.417,82.875,6.292,29.654
12/18/2007,22.5,-1.58,0,82.375,75.500,81.125,4.292,29.669
12/19/2007,5.5,-1.58,0,80.667,75.750,85.875,3.833,29.680
12/20/2007,1.5,-1.58,0,80.609,75.348,85.043,5.043,29.694
12/21/2007,5,-1.58,0,81.083,75.833,85.042,4.043,29.695
12/22/2007,6.8,-1.58,0,79.913,73.783,82.261,6.652,29.703
12/23/2007,12,-1.58,0,80.583,74.917,83.917,3.708,29.646
12/24/2007,41.5,-1.58,0,79.708,76.667,90.958,3.826,29.610
12/25/2007,0,-1.58,0,81.000,76.583,87.250,3.522,29.589
12/26/2007,35.5,-1.58,0,81.292,76.250,85.583,3.174,29.594
12/27/2007,7.5,-1.58,0,79.955,75.455,87.227,9.545,29.577
12/28/2007,1.5,-1.58,0,81.083,74.250,80.500,10.500,29.565
12/29/2007,1,-1.58,0,80.333,73.542,81.458,9.958,29.589
12/30/2007,0,-1.58,0,82.304,74.304,78.130,6.261,29.597
12/31/2007,0,-1.58,0,83.458,75.250,78.292,3.750,29.611
1/1/2008,30,-1.68,0,81.417,75.750,83.792,5.957,29.639
1/2/2008,6,-1.68,0,81.125,76.250,85.500,6.083,29.664
1/3/2008,13,-1.68,0,82.542,76.750,83.500,6.417,29.671
1/4/2008,0.5,-1.68,0,82.300,76.100,81.900,7.842,29.692
1/5/2008,0,-1.68,0,82.875,77.083,83.042,5.875,29.700
1/6/2008,42.5,-1.68,0,82.167,76.667,83.917,5.958,29.741
1/7/2008,1.5,-1.68,0,81.375,76.583,85.917,4.917,29.751
1/8/2008,60.5,-1.68,0,81.708,76.667,85.292,7.417,29.735
1/9/2008,25.5,-1.68,0,80.375,74.917,84.583,4.478,29.718
1/10/2008,49,-1.68,0,79.917,74.833,85.667,5.417,29.740
1/11/2008,7.5,-1.68,0,78.792,74.333,87.625,3.455,29.733
1/12/2008,3.1,-1.68,0,80.083,74.083,83.333,3.870,29.693
1/13/2008,13.6,-1.68,0,78.083,74.667,90.292,3.682,29.695
1/14/2008,0,-1.68,0,79.667,73.083,80.792,3.625,29.684
1/15/2008,0,-1.68,0,80.833,73.583,79.417,4.304,29.699
1/16/2008,17,-1.68,0,81.130,74.391,81.348,4.913,29.729
1/17/2008,2.5,-1.68,0,80.125,74.583,84.458,4.625,29.731
1/18/2008,0.5,-1.68,0,81.043,74.913,82.783,3.909,29.685
1/19/2008,3.5,-1.68,0,80.625,75.250,84.875,3.773,29.659
1/20/2008,0,-1.68,0,82.625,74.792,78.083,2.524,29.660
1/21/2008,2,-1.68,0,83.000,72.682,71.864,3.818,29.646
1/22/2008,53.5,-1.68,0,81.682,75.364,82.409,4.619,29.645
1/23/2008,8.5,-1.68,0,81.120,76.760,87.320,3.040,29.650
1/24/2008,0.5,-1.68,0,81.625,76.000,83.333,5.957,29.670
1/25/2008,0,-1.68,0,83.375,75.250,77.625,7.500,29.650
1/26/2008,6.5,-1.68,0,84.391,74.130,71.304,11.870,29.653
1/27/2008,0.5,-1.68,0,82.905,75.762,79.619,9.238,29.647
1/28/2008,0,-1.68,0,84.273,74.136,72.545,7.727,29.667
1/29/2008,3,-1.68,0,82.333,76.125,82.458,4.333,29.676
1/30/2008,16.5,-1.68,0,82.750,76.167,81.083,5.917,29.668
1/31/2008,0.5,-1.68,0,83.167,76.250,80.458,8.833,29.649
2/1/2008,0,-1.66,0,81.958,75.583,82.042,9.375,29.636
2/2/2008,0,-1.66,0,83.958,74.250,73.792,8.542,29.629
2/3/2008,0,-1.66,0,82.500,75.917,81.708,8.792,29.670
2/4/2008,0,-1.66,0,82.167,74.667,79.417,10.208,29.670
2/5/2008,0,-1.66,0,82.130,75.565,81.783,7.714,29.677
2/6/2008,0,-1.66,0,82.250,75.667,81.708,9.333,29.676
2/7/2008,3,-1.66,0,82.250,75.333,80.833,11.958,29.648
2/8/2008,229.5,-1.66,0,81.696,74.391,79.870,13.087,29.672
2/9/2008,26,-1.66,0,81.000,74.333,81.708,11.542,29.698
2/10/2008,5,-1.66,0,80.542,72.917,78.333,10.250,29.709
2/11/2008,13.5,-1.66,0,75.417,73.333,93.958,2.941,29.725
2/12/2008,13.5,-1.66,0,75.792,72.667,90.417,3.565,29.735
2/13/2008,0,-1.66,0,78.375,72.958,84.333,4.050,29.713
2/14/2008,49.5,-1.66,0,78.625,72.917,83.292,4.583,29.743
2/15/2008,40,-1.66,0,77.913,74.478,90.304,3.545,29.717
2/16/2008,14,-1.66,0,74.917,72.250,92.042,8.292,29.729
2/17/2008,5,-1.66,0,75.773,71.864,88.227,3.364,29.753
2/18/2008,0.5,-1.66,0,76.667,74.083,92.583,2.652,29.738
2/19/2008,30.5,-1.66,0,76.913,74.000,91.652,5.652,29.707
2/20/2008,0.5,-1.66,0,77.273,73.909,90.636,2.545,29.687
